exchange,symbol,gain_x,bottom_price,peak_price,bottom_date,peak_date,days_to_peak
mexc,FOREST/USDT,5.231073446327684,0.0177,0.09259,2025-10-01,2025-10-13,12
mexc,HMSTR/USDT:USDT,5.22815158546017,0.0001293,0.000676,2025-10-01,2025-10-03,2
mexc,ZEN/USDT,5.227935222672064,4.94,25.826,2025-10-10,2025-11-04,25
mexc,BST/USDT,5.227882037533512,0.01492,0.078,2025-10-01,2025-10-08,7
mexc,SYMM/USDT,5.2204724409448815,0.0381,0.1989,2026-03-07,2026-03-07,0
mexc,CHEEMS/USDT,5.216107043675839,3.961e-07,2.0661e-06,2025-10-01,2025-10-08,7
mexc,CES/USDT,5.208493614402215,0.6499,3.385,2025-10-01,2025-10-01,0
mexc,UNFI/USDT,5.206818181818182,0.044,0.2291,2025-10-11,2025-10-15,4
mexc,HMSTR/USDT,5.20431765612953,0.0001297,0.000675,2025-10-01,2025-10-03,2
mexc,DEGEN/USDT,5.200132318888522,0.0006046,0.003144,2025-10-01,2025-10-02,1
mexc,DEGEN/USDT:USDT,5.191919191919192,0.000594,0.003084,2025-10-01,2025-10-06,5
mexc,AUTONOMI/USDT,5.1876938986556365,0.01934,0.10033,2025-12-17,2026-03-02,75
mexc,ATA/USDT:USDT,5.187350835322196,0.00838,0.04347,2025-10-01,2025-10-03,2
mexc,SLX/USDT,5.179028132992327,0.003128,0.0162,2025-10-08,2025-10-08,0
mexc,HILO/USDT,5.177111716621253,0.00734,0.038,2025-10-11,2025-10-22,11
mexc,EXS/USDT,5.174872665534805,0.001178,0.006096,2025-10-09,2025-11-19,41
mexc,AVAAI/USDT:USDT,5.1736972704714645,0.00403,0.02085,2025-10-01,2025-10-06,5
mexc,PENG/USDT,5.172413793103448,0.0029,0.015,2025-11-22,2026-01-18,57
mexc,BOBA/USDT:USDT,5.17106001121705,0.01783,0.0922,2025-10-01,2025-10-07,6
mexc,VOLT/USDT,5.166163141993958,3.31e-08,1.71e-07,2025-10-10,2025-10-12,2
mexc,B/USDT,5.159087452471483,0.06575,0.33921,2025-10-02,2025-10-03,1
mexc,ALT/USDT:USDT,5.1577390732829445,0.006086,0.03139,2025-10-01,2025-10-05,4
mexc,PUMPBTC/USDT:USDT,5.156760772659733,0.01346,0.06941,2025-10-01,2025-10-01,0
mexc,NOT/USDT,5.153657037492318,0.0003254,0.001677,2025-10-09,2025-10-09,0
mexc,PUMPBTC/USDT,5.1526433358153385,0.01343,0.0692,2025-10-01,2025-10-01,0
mexc,LUNC/USDT:USDT,5.148828372387587,1.579e-05,8.13e-05,2025-10-10,2025-12-06,57
mexc,INJ/USDT:USDT,5.1448015122873345,2.645,13.608,2025-10-01,2025-10-03,2
mexc,ALTLAYER/USDT,5.1434191116210455,0.006101,0.03138,2025-10-01,2025-10-05,4
mexc,RUJI/USDT,5.1373783629078416,0.1747,0.8975,2025-10-01,2025-10-02,1
mexc,LUNC/USDT,5.131695022054191,1.587e-05,8.144e-05,2025-10-10,2025-12-06,57
mexc,WHITE/USDT,5.13138588768841,7.497e-05,0.0003847,2025-10-10,2025-10-10,0
mexc,SYL/USDT,5.130548302872063,3.83e-05,0.0001965,2025-10-01,2025-10-07,6
mexc,WIF/USDT,5.1291745431632005,0.1587,0.814,2025-10-01,2025-10-06,5
mexc,GMX/USDT:USDT,5.120253164556962,3.16,16.18,2025-10-01,2025-10-02,1
mexc,ABEL/USDT,5.118452510323842,0.04601,0.2355,2025-10-01,2025-11-09,39
mexc,MINIMA/USDT,5.107734806629834,0.00362,0.01849,2025-10-01,2025-10-01,0
mexc,SHELL/USDT,5.104691740984878,0.02579,0.13165,2025-10-10,2025-11-02,23
mexc,XRD/USDT,5.103340292275575,0.000958,0.004889,2026-01-10,2026-01-22,12
mexc,ATT/USDT,5.1,0.1,0.51,2025-10-14,2025-10-15,1
mexc,XAI/USDT:USDT,5.090700344431687,0.00871,0.04434,2025-10-01,2025-10-02,1
mexc,MAGATRUMP/USDT,5.0892857142857135,0.028,0.1425,2025-10-01,2025-10-05,4
mexc,SWCH/USDT,5.076171875,0.0512,0.2599,2025-10-11,2025-10-25,14
mexc,ZEN/USDT:USDT,5.072227873855544,4.915,24.93,2025-10-10,2025-11-04,25
mexc,BOBA/USDT,5.0661157024793395,0.01815,0.09195,2025-10-01,2025-10-07,6
mexc,SHELL/USDT:USDT,5.064077669902913,0.02575,0.1304,2025-10-10,2025-11-02,23
mexc,XAI/USDT,5.06157354618016,0.00877,0.04439,2025-10-01,2025-10-02,1
mexc,VELVET/USDT,5.059246275197196,0.05705,0.28863,2025-10-10,2025-11-01,22
mexc,VELVET/USDT:USDT,5.055565262973964,0.05723,0.28933,2025-10-10,2025-11-01,22
mexc,ARTY/USDT,5.050491450114447,0.07427,0.3751,2025-10-02,2025-10-09,7
mexc,BREV/USDT:USDT,5.048059149722736,0.1082,0.5462,2026-01-06,2026-01-07,1
mexc,TOWER/USDT,5.046257359125315,0.0002378,0.0012,2025-10-01,2025-10-10,9
mexc,PUMPFUN/USDT:USDT,5.044206296048225,0.001493,0.007531,2025-10-01,2025-10-03,2
mexc,SANTOS/USDT,5.039447731755424,0.507,2.555,2025-10-10,2026-01-22,104
mexc,KATA/USDT,5.038572806171649,3.111e-05,0.00015675,2025-10-01,2025-10-03,2
mexc,EMYC/USDT,5.0374614367562796,0.004538,0.02286,2025-10-01,2025-10-06,5
mexc,MELANIA/USDT:USDT,5.032822757111598,0.0457,0.23,2025-10-10,2025-11-10,31
mexc,PHA/USDT:USDT,5.02880075542965,0.02118,0.10651,2025-10-01,2025-10-03,2
mexc,CGPT/USDT:USDT,5.0272108843537415,0.01764,0.08868,2025-10-01,2025-10-07,6
mexc,PHA/USDT,5.025471698113208,0.0212,0.10654,2025-10-01,2025-10-03,2
mexc,PENDLE/USDT,5.022373540856031,1.028,5.163,2025-10-01,2025-10-07,6
mexc,ENJ/USDT,5.017411052233157,0.01321,0.06628,2025-10-01,2025-10-03,2
mexc,NEON/USDT,5.015234375,0.0256,0.12839,2025-10-01,2025-10-02,1
mexc,PENDLE/USDT:USDT,5.009706853038245,1.0302,5.161,2025-10-01,2025-10-07,6
mexc,LIQUIDIUM/USDT,5.0062500000000005,0.032,0.1602,2025-10-02,2025-10-06,4
mexc,SHIRO/USDT,5.004717616929505,7.419e-10,3.713e-09,2025-10-01,2025-10-05,4
mexc,WMTX/USDT,5.004345936549327,0.04602,0.2303,2025-10-01,2025-10-03,2
mexc,MAGMA/USDT,5.0,0.04,0.2,2025-12-16,2025-12-16,0
mexc,DIME/USDT,5.0,0.01,0.05,2026-03-18,2026-03-22,4
